Stat	*ID	Send Other	Signed	Send Bits	Send Param Bits	UpdateAnimRate	Saved	CSvSigned	CSvBits	CSvParam	fCallback	fMin	MinAccr	Encode	Add	Multiply	ValShift	1.09-Save Bits	1.09-Save Add	Save Bits	Save Add	Save Param Bits	keepzero	op	op param	op base	op stat1	op stat2	op stat3	direct	maxstat	damagerelated	itemevent1	itemeventfunc1	itemevent2	itemeventfunc2	descpriority	descfunc	descval	descstrpos	descstrneg	descstr2	dgrp	dgrpfunc	dgrpval	dgrpstrpos	dgrpstrneg	dgrpstr2	stuff	advdisplay	*eol
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
color_dye	433		1	6											0	0		1	0	6	23																														0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
stuff_used_to_be_here																																																			0
